variable_names,cell_methods,dimensions,branded_label-spreadsheet,branded_label-following_spreadsheet,matching
rldcs4co2,area: time: mean,longitude latitude alevhalf time,rldcs4co2_tavg-l-hxy-x,rldcs4co2_tavg-l-hxy-x,True
rsdbnd,area: point,alevhalf spectband ,rsdbnd_ti-l-hm-x,rsdbnd_ti-l-hm-x,True
rsd,area: time: mean,longitude latitude alevhalf time,rsd_tavg-l-hxy-x,rsd_tavg-l-hxy-x,True
rsd,area: point time: point,alevhalf site time1,rsd_tpt-l-hxys-x,rsd_tpt-l-hxys-x,True
rsd4co2,area: time: mean,longitude latitude alevhalf time,rsd4co2_tavg-l-hxy-x,rsd4co2_tavg-l-hxy-x,True
rsdcs,area: mean time: point,longitude latitude alevhalf time1,rsdcs_tpt-l-hxy-x,rsdcs_tpt-l-hxy-x,True
rsdcs,area: time: mean,longitude latitude alevhalf time,rsdcs_tavg-l-hxy-x,rsdcs_tavg-l-hxy-x,True
rsdcs,area: point time: point,alevhalf site time1,rsdcs_tpt-l-hxys-x,rsdcs_tpt-l-hxys-x,True
rsdcs4co2,area: time: mean,longitude latitude alevhalf time,rsdcs4co2_tavg-l-hxy-x,rsdcs4co2_tavg-l-hxy-x,True
rsdcsbnd,area: mean time: point,longitude latitude alevhalf spectband time1,rsdcsbnd_tpt-l-hxy-x,rsdcsbnd_tpt-l-hxy-x,True
rsdcsaf,area: mean time: point,longitude latitude alevhalf time1,rsdcsaf_tpt-l-hxy-x,rsdcsaf_tpt-l-hxy-x,True
rsdcsafbnd,area: mean time: point,longitude latitude alevhalf spectband time1,rsdcsafbnd_tpt-l-hxy-x,rsdcsafbnd_tpt-l-hxy-x,True
rsdo,area: mean where sea time: mean,longitude latitude olevel time,rsdo_tavg-l-hxy-sea,rsdo_tavg-l-hxy-sea,True
siflswdbot,area: time: mean where sea_ice,longitude latitude time,siflswdbot_tavg-z0-hxy-si,siflswdbot_tavg-z0-hxy-si,True
intuadse,area: time: mean,longitude latitude time,intuadse_tavg-z0-hxy-x,intuadse_tavg-z0-hxy-x,True
intuaw,area: time: mean,longitude latitude time,intuaw_tavg-z0-hxy-x,intuaw_tavg-z0-hxy-x,True
ua,area: mean where air time: point,longitude latitude plev27 time1,ua_tpt-p27-hxy-air,ua_tpt-p27-hxy-air,True
ua,area: mean where air time: point,longitude latitude plev3 time1,ua_tpt-p3-hxy-air,ua_tpt-p3-hxy-air,True
ua,area: mean where air time: point,longitude latitude plev7h time1,ua_tpt-p7h-hxy-air,ua_tpt-p7h-hxy-air,True
ua,area: time: mean,longitude latitude time height100m,ua_tavg-h0100-hxy-x,ua_tavg-h0100-hxy-x,True
ua,area: mean time: point,longitude latitude alevel time1,ua_tpt-l-hxy-x,ua_tpt-l-hxy-x,True
ua,area: mean where air time: point,longitude latitude plev3 time1,ua_tpt-p3-hxy-air,ua_tpt-p3-hxy-air,True
ua,area: mean where air time: point,longitude latitude plev7h time1,ua_tpt-p7h-hxy-air,ua_tpt-p7h-hxy-air,True
ua,area: time: mean,longitude latitude alevel time,ua_tavg-l-hxy-x,ua_tavg-l-hxy-x,True
ua,area: time: mean where air,longitude latitude time p10,ua_tavg-p010-hxy-air,ua_tavg-p010-hxy-air,True
ua,area: time: mean where air,longitude latitude plev19 time,ua_tavg-p19-hxy-air,ua_tavg-p19-hxy-air,True
ua,longitude: time: mean where air,latitude plev39 time,ua_tavg-p39-hy-air,ua_tavg-p39-hy-air,True
ua,area: time: mean where air,longitude latitude plev8 time,ua_tavg-p8-hxy-air,ua_tavg-p8-hxy-air,True
ua,area: time: mean,longitude latitude alevel time,ua_tavg-l-hxy-x,ua_tavg-l-hxy-x,True
ua,area: time: mean where air,longitude latitude plev19 time,ua_tavg-p19-hxy-air,ua_tavg-p19-hxy-air,True
ua,area: time: mean where air,longitude latitude plev27 time,ua_tavg-p27-hxy-air,ua_tavg-p27-hxy-air,True
ua,longitude: time: mean where air,latitude plev39 time,ua_tavg-p39-hy-air,ua_tavg-p39-hy-air,True
ua,area: time: mean,longitude latitude plev7h time,ua_tavg-p7h-hxy-x,ua_tavg-p7h-hxy-x,True
ua,area: mean time: point,longitude latitude alevel time1,ua_tpt-l-hxy-x,ua_tpt-l-hxy-x,True
ua,area: point time: point,alevel site time1,ua_tpt-l-hxys-x,ua_tpt-l-hxys-x,True
uas,area: time: mean,longitude latitude time height10m,uas_tavg-h010-hxy-x,uas_tavg-h010-hxy-x,True
uas,area: mean time: point,longitude latitude time1 height10m,uas_tpt-h010-hxy-x,uas_tpt-h010-hxy-x,True
uas,area: time: mean,longitude latitude time height10m,uas_tavg-h010-hxy-x,uas_tavg-h010-hxy-x,True
uas,area: mean time: point,longitude latitude time1 height10m,uas_tpt-h010-hxy-x,uas_tpt-h010-hxy-x,True
uas,area: time: mean,longitude latitude time height10m,uas_tavg-h010-hxy-x,uas_tavg-h010-hxy-x,True
uas,area: time: mean,longitude latitude time height10m,uas_tavg-h010-hxy-x,uas_tavg-h010-hxy-x,True
uas,area: point time: point,site time1 height10m,uas_tpt-h010-hxys-x,uas_tpt-h010-hxys-x,True
reffclwtop,area: time: mean where cloud (weighted by area of cloud in the upper-most layer of liquid water cloud),longitude latitude time,reffclwtop_tavg-z0-hxy-cl,reffclwtop_tavg-z0-hxy-cl,True
reffclic,area: mean where convective_cloud time: point,longitude latitude alevel time1,reffclic_tpt-l-hxy-ccl,reffclic_tpt-l-hxy-ccl,True
reffclic,area: time: mean where convective_cloud,longitude latitude alevel time,reffclic_tavg-l-hxy-ccl,reffclic_tavg-l-hxy-ccl,True
reffclic,area: time: point where convective_cloud,alevel site time1,reffclic_tpt-l-hxys-ccl,reffclic_tpt-l-hxys-ccl,True
reffclwc,area: mean where convective_cloud time: point,longitude latitude alevel time1,reffclwc_tpt-l-hxy-ccl,reffclwc_tpt-l-hxy-ccl,True
reffclwc,area: time: mean where convective_cloud,longitude latitude alevel time,reffclwc_tavg-l-hxy-ccl,reffclwc_tavg-l-hxy-ccl,True
reffclwc,area: time: point where convective_cloud,alevel site time1,reffclwc_tpt-l-hxys-ccl,reffclwc_tpt-l-hxys-ccl,True
reffcclwtop,area: time: mean where convective_cloud (weighted by area of convective cloud in the upper-most layer of convective liquid water cloud),longitude latitude time,reffcclwtop_tavg-z0-hxy-ccl,reffcclwtop_tavg-z0-hxy-ccl,True
reffrainc,area: mean where convective_cloud time: point,longitude latitude alevel time1,reffrainc_tpt-l-hxy-ccl,reffrainc_tpt-l-hxy-ccl,True
reffsnowc,area: mean where convective_cloud time: point,longitude latitude alevel time1,reffsnowc_tpt-l-hxy-ccl,reffsnowc_tpt-l-hxy-ccl,True
reffgrpls,area: mean where stratiform_cloud time: point ,longitude latitude alevel time1,reffgrpls_tpt-l-hxy-scl,reffgrpls_tpt-l-hxy-scl,True
reffclis,area: mean where stratiform_cloud time: point ,longitude latitude alevel time1,reffclis_tpt-l-hxy-scl,reffclis_tpt-l-hxy-scl,True
reffclis,area: time: mean where stratiform_cloud,longitude latitude alevel time,reffclis_tavg-l-hxy-scl,reffclis_tavg-l-hxy-scl,True
reffclis,area: time: point where stratiform_cloud,alevel site time1,reffclis_tpt-l-hxys-scl,reffclis_tpt-l-hxys-scl,True
reffclws,area: mean where stratiform_cloud time: point ,longitude latitude alevel time1,reffclws_tpt-l-hxy-scl,reffclws_tpt-l-hxy-scl,True
reffclws,area: time: mean where stratiform_cloud,longitude latitude alevel time,reffclws_tavg-l-hxy-scl,reffclws_tavg-l-hxy-scl,True
reffclws,area: time: point where stratiform_cloud,alevel site time1,reffclws_tpt-l-hxys-scl,reffclws_tpt-l-hxys-scl,True
reffsclwtop,area: time: mean where stratiform_cloud (weighted by area of cloud in the upper-most layer of stratiform liquid water cloud),longitude latitude time,reffsclwtop_tavg-z0-hxy-scl,reffsclwtop_tavg-z0-hxy-scl,True
